,title,url,rating
10108,Brothy Heirloom Beans With Cream ,http://www.epicurious.com/recipes/food/views/brothy-heirloom-beans-with-cream,4.375
10109,Lamb Tagine With Chickpeas and Apricots ,http://www.epicurious.com/recipes/food/views/lamb-tagine-with-chickpeas-and-apricots-367761,5.0
10110,"Spanish Anchovy, Fennel, and Preserved Lemon Salad ",http://www.epicurious.com/recipes/food/views/spanish-anchovy-fennel-and-preserved-lemon-salad-239825,4.375
10111,Lime-Crab Soup ,http://www.epicurious.com/recipes/food/views/lime-crab-soup-353152,3.75
10112,Shiitake and Gruyère Pizzas ,http://www.epicurious.com/recipes/food/views/shiitake-and-gruyere-pizzas-11362,4.375
10113,Cowboy Beans ,http://www.epicurious.com/recipes/food/views/our-favorite-texas-beef-chili-51249010,3.125
10114,"Angel Hair with Lemon, Kale, and Pecans ",http://www.epicurious.com/recipes/food/views/angel-hair-pasta-lemon-kale-pecans,5.0
10115,Potato Gratin with Porcini Mushrooms and Mascarpone Cheese ,http://www.epicurious.com/recipes/food/views/potato-gratin-with-porcini-mushrooms-and-mascarpone-cheese-240408,3.75
10116,Baked Cod and Potatoes with Horseradish Cream Sauce ,http://www.epicurious.com/recipes/food/views/baked-cod-and-potatoes-with-horseradish-cream-sauce-233918,3.75
10117,Oxtail Soup with Red Wine and Root Vegetables ,http://www.epicurious.com/recipes/food/views/oxtail-soup-with-red-wine-and-root-vegetables-102123,4.375
10118,Blueberry Lemon Pound Cake ,http://www.epicurious.com/recipes/food/views/blueberry-lemon-pound-cake-10533,4.375
10119,Chicken Sauté with Paprika Sauce ,http://www.epicurious.com/recipes/food/views/chicken-saute-with-paprika-sauce-104151,3.75
10120,Chocolate-Chip Ice-Cream-Sandwich Cake with Butterscotch Sauce ,http://www.epicurious.com/recipes/food/views/chocolate-chip-ice-cream-sandwich-cake-with-butterscotch-sauce-104842,3.75
10121,Green Harissa ,http://www.epicurious.com/recipes/food/views/slow-cooked-green-beans-with-harissa-and-cumin,0.0
10122,Soy-Glazed Shiitake Mushrooms ,http://www.epicurious.com/recipes/food/views/soy-glazed-shiitake-mushrooms-51140500,4.375
10123,"Swiss Chard, Bacon, and Ricotta Ravioli with Tomato Sauce ",http://www.epicurious.com/recipes/food/views/swiss-chard-bacon-and-ricotta-ravioli-with-tomato-sauce-12699,3.75
10124,Vegetable and Feta Baked Frittata ,http://www.epicurious.com/recipes/food/views/vegetable-and-feta-baked-frittata-51155800,5.0
10125,Lemongrass Pork Patties With Vietnamese Dipping Sauce ,http://www.epicurious.com/recipes/food/views/lemongrass-pork-patties-with-vietnamese-dipping-sauce-51237010,5.0
10126,"Herbed Goat Cheese, Roasted Beet, and Watercress Salad ",http://www.epicurious.com/recipes/food/views/herbed-goat-cheese-roasted-beet-and-watercress-salad-10696,4.375
10127,"Pears Poached in Red Wine, Cardamom and Orange ",http://www.epicurious.com/recipes/food/views/pears-poached-in-red-wine-cardamom-and-orange-3162,5.0
10128,Cameron's Kick ,It's a secret recipe! Only Yandex.Eda khows how to cook it! https://eda.yandex.ru/,0.0
10129,"Butternut Squash, Sage, and Goat Cheese Ravioli with Hazelnut Brown-Butter Sauce ",http://www.epicurious.com/recipes/food/views/butternut-squash-sage-and-goat-cheese-ravioli-with-hazelnut-brown-butter-sauce-14287,4.375
10130,Chicken and Cilantro Bites ,http://www.epicurious.com/recipes/food/views/chicken-and-cilantro-bites-231978,3.75
10131,Country Ham Cheesecake ,http://www.epicurious.com/recipes/food/views/country-ham-cheesecake-104343,4.375
10132,Fast Favorite Garlic Dill Pickles ,http://www.epicurious.com/recipes/food/views/fast-favorite-garlic-dill-pickles-230707,4.375
10133,Shrimp and Scallop Curry ,http://www.epicurious.com/recipes/food/views/shrimp-and-scallop-curry-103255,3.75
10134,South African Curried Lamb Meatloaf ,http://www.epicurious.com/recipes/food/views/south-african-curried-lamb-meatloaf-233539,3.75
10135,Chile Jam Chicken With Caramelized Sweet Potatoes and Peaches ,http://www.epicurious.com/recipes/food/views/chile-jam-chicken-with-caramelized-sweet-potatoes-and-peaches,5.0
10136,"Orange Roughy with Arugula, Garlic and Tomatoes ",http://www.epicurious.com/recipes/food/views/orange-roughy-with-arugula-garlic-and-tomatoes-196,3.75
10137,"Duck Breasts with Coriander, Endive, and Sweet-and-Sour Orange Sauce ",http://www.epicurious.com/recipes/food/views/duck-breasts-with-coriander-endive-and-sweet-and-sour-orange-sauce-105082,4.375
10138,"Chicken, Rice, and Mango in Lettuce Wraps ",http://www.epicurious.com/recipes/food/views/chicken-rice-and-mango-in-lettuce-wraps-232487,5.0
10139,Ham Steak with Cider Raisin Sauce ,http://www.epicurious.com/recipes/food/views/ham-steak-with-cider-raisin-sauce-14577,3.75
10140,Warm Brussels Sprout and Spinach Salad with Bacon ,http://www.epicurious.com/recipes/food/views/warm-brussels-sprout-and-spinach-salad-with-bacon-10692,3.75
10141,Green Poblano Rice (Arroz Verde al Poblano) ,http://www.epicurious.com/recipes/food/views/green-poblano-rice-arroz-verde-al-poblano-15367,4.375
10142,Minted Lamb Burgers ,http://www.epicurious.com/recipes/food/views/minted-lamb-burgers-with-feta-and-hummus-233924,4.375
10143,Sausage Links with Apricot-Mustard Glaze ,http://www.epicurious.com/recipes/food/views/sausage-links-with-apricot-mustard-glaze-105979,4.375
10144,"Asian Shrimp, Pineapple, and Peanut Salad ",http://www.epicurious.com/recipes/food/views/asian-shrimp-pineapple-and-peanut-salad-357392,4.375
10145,Apple Cheese Quick Bread ,http://www.epicurious.com/recipes/food/views/apple-cheese-quick-bread-13204,3.75
10146,Hold-The-Lime Guacamole ,http://www.epicurious.com/recipes/food/views/hold-the-lime-guacamole-56389663,4.375
10147,Individual Pear and Maple Cobblers ,http://www.epicurious.com/recipes/food/views/individual-pear-and-maple-cobblers-2698,3.75
10148,Sour Cream Bran Muffins ,http://www.epicurious.com/recipes/food/views/sour-cream-bran-muffins-13186,4.375
10149,Champagne Pick-Me-Up ,http://www.epicurious.com/recipes/food/views/champagne-pick-me-up-200444,0.0
10150,Curry-Dusted Scallops with Pea Purée ,http://www.epicurious.com/recipes/food/views/curry-dusted-scallops-with-pea-puree-240953,3.75
10151,Dark Ginger Rye Cake With Yogurt and Honey ,http://www.epicurious.com/recipes/food/views/dark-ginger-rye-cake-with-yogurt-and-honey,0.0
10152,Pan-Grilled Paillards of Duck ,http://www.epicurious.com/recipes/food/views/pan-grilled-paillards-of-duck-230452,3.75
10153,Grilled Rib-Eye Steaks with Black Bean Sauce ,http://www.epicurious.com/recipes/food/views/grilled-rib-eye-steaks-with-black-bean-sauce-105547,3.125
10154,Maple-Oatmeal Sandwich Bread ,http://www.epicurious.com/recipes/food/views/maple-oatmeal-sandwich-bread-241367,4.375
10155,"Sautéed Fennel with Almonds, Raisins, and Saffron ",http://www.epicurious.com/recipes/food/views/sauteed-fennel-with-almonds-raisins-and-saffron-243631,4.375
10156,Moroccan Chicken with Preserved Meyer Lemons and Green Olives ,http://www.epicurious.com/recipes/food/views/moroccan-chicken-with-preserved-meyer-lemons-and-green-olives-102732,4.375
10157,Shredded Sweet Potato and Carrot Fritters (Ukoy) ,http://www.epicurious.com/recipes/food/views/shredded-sweet-potato-and-carrot-fritters-ukoy,5.0
10158,Mango-Curry Shrimp Salad in Wonton Cups ,http://www.epicurious.com/recipes/food/views/mango-curry-shrimp-salad-in-wonton-cups-105651,4.375
10159,Cornmeal Biscuits with Cheddar and Chipotle ,http://www.epicurious.com/recipes/food/views/cornmeal-biscuits-with-cheddar-and-chipotle-234118,4.375
10160,Baked Camembert with Hazelnut Crust ,http://www.epicurious.com/recipes/food/views/baked-camembert-with-hazelnut-crust-101564,3.75
10161,Michael Romano's Secret-Ingredient Soup ,It's a secret recipe! Only Yandex.Eda khows how to cook it! https://eda.yandex.ru/,5.0
10162,Coconut Chicken Curry With Turmeric and Lemongrass ,http://www.epicurious.com/recipes/food/views/coconut-chicken-curry-with-turmeric-and-lemongrass,4.375
10163,Hearts of Palm and Artichoke Aguachile Negro ,http://www.epicurious.com/recipes/food/views/hearts-of-palm-and-artichoke-aguachile-negro-51264500,0.0
10164,Fish with Curried Cucumber Tomato Water and Tomato Herb Salad ,http://www.epicurious.com/recipes/food/views/fish-with-curried-cucumber-tomato-water-and-tomato-herb-salad-232307,5.0
10165,"Vegetable Couscous, Goat Cheese, and Beets ",http://www.epicurious.com/recipes/food/views/vegetable-couscous-goat-cheese-and-beets-109734,4.375
10166,Mussels in Green Peppercorn Sauce ,http://www.epicurious.com/recipes/food/views/mussels-in-green-peppercorn-sauce-358019,5.0
10167,Roast Chicken with Pesto and Potatoes ,http://www.epicurious.com/recipes/food/views/roast-chicken-with-pesto-and-potatoes-103270,4.375
10168,Morning Glory ,http://www.epicurious.com/recipes/food/views/butternut-squash-coconut-and-ginger-muffins,3.75
10169,"Heirloom Tomatoes with Bacon, Blue Cheese, and Basil ",http://www.epicurious.com/recipes/food/views/heirloom-tomatoes-with-bacon-blue-cheese-and-basil-108328,4.375
10170,Jerusalem Artichoke and Artichoke Heart Linguine ,http://www.epicurious.com/recipes/food/views/jerusalem-artichoke-and-artichoke-heart-linguine-51127600,5.0
10171,Potted Shrimp ,http://www.epicurious.com/recipes/food/views/potted-stuffed-squab-241095,4.375
10172,Chicken Legs with Achiote Garlic Sauce ,http://www.epicurious.com/recipes/food/views/chicken-legs-with-achiote-garlic-sauce-107970,4.375
10173,Iced Horchata Latte ,http://www.epicurious.com/recipes/food/views/iced-horchata-latte,0.0
10174,Bacon-Wrapped Corn on the Cob ,http://www.epicurious.com/recipes/food/views/bacon-wrapped-corn-on-the-cob-238481,2.5
10175,"Citrus Shrimp, Rice, and Black Bean Salad ",http://www.epicurious.com/recipes/food/views/citrus-shrimp-rice-and-black-bean-salad-12208,3.75
10176,Mixed Greens with Plums and Marinated Goat Cheese ,http://www.epicurious.com/recipes/food/views/mixed-greens-with-plums-and-marinated-goat-cheese-106944,4.375
10177,Frisée Salad with Cucumber and Radishes ,http://www.epicurious.com/recipes/food/views/frisee-salad-with-cucumber-and-radishes-109299,3.125
10178,Filet of Beef Tournelle ,http://www.epicurious.com/recipes/food/views/filet-of-beef-tournelle-101487,3.125
10179,Sweetened Whipped Cream ,http://www.epicurious.com/recipes/food/views/no-churn-hazelnut-espresso-ice-cream,4.375
10180,To Trim Artichokes Italian Style ,http://www.epicurious.com/recipes/food/views/to-trim-artichokes-into-bottoms-italian-style-101060,3.75
10181,Chicken Curry with Green Apple and Coconut Chutney ,http://www.epicurious.com/recipes/food/views/chicken-curry-with-green-apple-and-coconut-chutney-103227,4.375
10182,Spicy Black Beans with Chorizo and Chipotle Cream ,http://www.epicurious.com/recipes/food/views/spicy-black-beans-with-chorizo-and-chipotle-cream-353420,4.375
10183,Make-Your-Own Salad with Lemon Garlic Dressing ,http://www.epicurious.com/recipes/food/views/make-your-own-salad-with-lemon-garlic-dressing-14638,4.375
10184,Red Pepper Hummus ,http://www.epicurious.com/recipes/food/views/sweet-and-tangy-hummus-51239620,4.375
10185,Pear-Ginger Strudel with Ginger-Custard Sauce ,http://www.epicurious.com/recipes/food/views/pear-ginger-strudel-with-ginger-custard-sauce-105841,5.0
10186,Acapulco Chicken ,http://www.epicurious.com/recipes/food/views/acapulco-chicken-202,3.75
10187,Fennel and Orange Salad with Lemon-Ginger Vinaigrette ,http://www.epicurious.com/recipes/food/views/fennel-and-orange-salad-with-lemon-ginger-vinaigrette-51187060,4.375
10188,Buttermilk Pancakes with Blueberry Compote ,http://www.epicurious.com/recipes/food/views/buttermilk-pancakes-with-blueberry-compote-101037,4.375
10189,Roasted Citrus Relish ,http://www.epicurious.com/recipes/food/views/roasted-citrus-relish-51255290,0.0
10190,Chicken Tikka ,http://www.epicurious.com/recipes/food/views/quick-chicken-tikka-masala-56389806,4.375
10191,Lord Grey's Peach Preserves ,It's a secret recipe! Only Yandex.Eda khows how to cook it! https://eda.yandex.ru/,4.375
10192,Five-Spice Shrimp ,http://www.epicurious.com/recipes/food/views/five-spice-shrimp-236366,3.125
10193,Mixed Vegetable Relish ,http://www.epicurious.com/recipes/food/views/mixed-vegetable-relish-102001,0.0
10194,Dixie ,http://www.epicurious.com/recipes/food/views/dixie-200504,0.0
10195,Cornmeal Crepes with Ricotta and Ham ,http://www.epicurious.com/recipes/food/views/cornmeal-crepes-with-ricotta-and-ham-109667,3.75
10196,Quince and Cranberry Sauce ,http://www.epicurious.com/recipes/food/views/quince-and-cranberry-sauce-236793,5.0
10197,Mussels with Herbed Bread Crumbs ,http://www.epicurious.com/recipes/food/views/baked-stuffed-mussels-242009,5.0
10198,Sausage and Broccoli Rabe Torta ,http://www.epicurious.com/recipes/food/views/sausage-and-broccoli-rabe-torta-236982,4.375
10199,Cinnamon-Sugar Plum Cake ,http://www.epicurious.com/recipes/food/views/cinnamon-sugar-plum-cake-106655,4.375
10200,Middle Eastern Style Yogurt ,http://www.epicurious.com/recipes/food/views/grilled-cauliflower-wedges-with-herb-tarator,3.125
10201,Chocolate-Cherry Tart ,http://www.epicurious.com/recipes/food/views/goat-cheese-ice-cream-with-roasted-red-cherries-366551,3.75
10202,"Swordfish, Bacon, and Cherry Tomato Kebabs ",http://www.epicurious.com/recipes/food/views/swordfish-bacon-and-cherry-tomato-kebabs-12222,5.0
10203,Chipotle-Glazed Apples ,http://www.epicurious.com/recipes/food/views/chipotle-glazed-apples-101396,4.375
10204,Potato Samosa Tartlets ,http://www.epicurious.com/recipes/food/views/potato-samosa-tartlets-14517,3.75
10205,Salmon with Pistachio-Basil Butter ,http://www.epicurious.com/recipes/food/views/salmon-with-pistachio-basil-butter-1103,4.375
10206,"Apple, Endive and Parmesan Salad with Walnut Vinaigrette ",http://www.epicurious.com/recipes/food/views/apple-endive-and-parmesan-salad-with-walnut-vinaigrette-15689,3.75
10207,Eggplant and Beef Stir-Fry ,http://www.epicurious.com/recipes/food/views/eggplant-and-beef-stir-fry-368260,3.75
10208,"Steamed Broccoli with Olive Oil, Garlic, and Lemon ",http://www.epicurious.com/recipes/food/views/steamed-broccoli-with-olive-oil-garlic-and-lemon-101153,3.75
10209,Mexican Pasta with Black Beans ,http://www.epicurious.com/recipes/food/views/mexican-pasta-with-black-beans-12021,3.75
10210,Sausage and Tomato Quiche ,http://www.epicurious.com/recipes/food/views/sausage-and-tomato-quiche-2574,4.375
10211,Oil and Vinegar Potato Salad ,http://www.epicurious.com/recipes/food/views/sweet-onion-dressing-sheldon-simeon,3.75
10212,Squid with Ginger-Soy Sauce Marinade ,http://www.epicurious.com/recipes/food/views/squid-with-ginger-soy-sauce-marinade-365609,3.125
10213,Scallops Verde ,http://www.epicurious.com/recipes/food/views/grilled-scallops-with-lemony-salsa-verde-56389681,3.75
10214,Rack of Lamb with Garlic and Herbs ,http://www.epicurious.com/recipes/food/views/rack-of-lamb-with-garlic-and-herbs-1222178,5.0
10215,"Rosemary, Lemon, and Garlic Leg of Lamb with Roasted Potatoes ",http://www.epicurious.com/recipes/food/views/rosemary-lemon-and-garlic-leg-of-lamb-with-roasted-potatoes-11998,3.75
10216,Stir-Fried Cabbage ,http://www.epicurious.com/recipes/food/views/fried-garlic-noodles-sheldon-simeon,3.75
10217,Cardamom Pound Cake ,http://www.epicurious.com/recipes/food/views/cardamom-pound-cake-51179110,3.125
10218,Steamed Mussels in Thai Curry Sauce ,http://www.epicurious.com/recipes/food/views/steamed-mussels-in-thai-curry-sauce-106614,4.375
10219,"Couscous with Dried Apricots, Currants, and Pistachios ",http://www.epicurious.com/recipes/food/views/couscous-with-dried-apricots-currants-and-pistachios-13240,3.75
10220,Asiago-Pepper Frico ,http://www.epicurious.com/recipes/food/views/asiago-pepper-frico-235138,4.375
10221,Halvah Mille-Feuilles ,http://www.epicurious.com/recipes/food/views/halvah-mille-feuilles-51250900,3.75
10222,Gratineed Mustard Creamed Onions ,http://www.epicurious.com/recipes/food/views/gratineed-mustard-creamed-onions-240574,4.375
10223,Rum Lime Mousses ,http://www.epicurious.com/recipes/food/views/rum-lime-mousses-10371,3.125
10224,"Chicken Salad with Lentils, Peas and Mint ",http://www.epicurious.com/recipes/food/views/chicken-salad-with-lentils-peas-and-mint-407,3.75
10225,Frozen Cognac Parfait and Spirited Fruit Compote ,http://www.epicurious.com/recipes/food/views/frozen-cognac-parfait-and-spirited-fruit-compote-105088,4.375
10226,"Mahi-Mahi with Blood Orange, Avocado, and Red Onion Salsa ",http://www.epicurious.com/recipes/food/views/mahi-mahi-with-blood-orange-avocado-and-red-onion-salsa-231590,4.375
10227,Apricot and Walnut Varenikis ,http://www.epicurious.com/recipes/food/views/apricot-and-walnut-varenikis-104651,3.125
10228,Hot Bacon Dressing ,http://www.epicurious.com/recipes/food/views/bacon-smashed-potatoes-356037,4.375
10229,Grilled Apple-and Herb-Marinated Pork Chops and Potatoes ,http://www.epicurious.com/recipes/food/views/grilled-apple-and-herb-marinated-pork-chops-and-potatoes-12551,3.75
10230,Turkey Tonnato ,http://www.epicurious.com/recipes/food/views/turkey-tonnato-236026,4.375
10231,Herbed Cheddar Pita Crisps ,http://www.epicurious.com/recipes/food/views/herbed-cheddar-pita-crisps-10742,3.125
10232,Hazelnut and Almond Macaroons with Orange Semifreddo ,http://www.epicurious.com/recipes/food/views/hazelnut-and-almond-macaroons-with-orange-semifreddo-104904,4.375
10233,"Trout with Peppercorn Crust, Bacon and Red Cabbage ",http://www.epicurious.com/recipes/food/views/trout-with-peppercorn-crust-bacon-and-red-cabbage-4238,4.375
10234,Sorghum Spice Cake ,http://www.epicurious.com/recipes/food/views/sorghum-spice-cake-388702,4.375
10235,Apple and Fig Custard ,http://www.epicurious.com/recipes/food/views/apple-and-fig-custard,5.0
10236,Cornbread Stuffing with Fresh and Dried Fruit ,http://www.epicurious.com/recipes/food/views/simple-is-best-dressing-51124210,4.375
10237,Ratatouille and Goat Cheese Salad with Pesto Vinaigrette ,http://www.epicurious.com/recipes/food/views/ratatouille-and-goat-cheese-salad-with-pesto-vinaigrette-14314,5.0
10238,Lime-Spiked Seafood with Roasted Sweet Potatoes ,http://www.epicurious.com/recipes/food/views/lime-spiked-seafood-with-roasted-sweet-potatoes-356053,5.0
10239,Mixed Cherry Tomatoes with Tamarind Dressing ,http://www.epicurious.com/recipes/food/views/mixed-cherry-tomatoes-with-tamarind-dressing-105419,3.125
10240,Crepes with Caramel Sauce and Toasted Pecans ,http://www.epicurious.com/recipes/food/views/crepes-with-caramel-sauce-and-toasted-pecans-108071,5.0
10241,"Boysenberry, Cranberry and Pink Grapefruit Preserves ",http://www.epicurious.com/recipes/food/views/boysenberry-cranberry-and-pink-grapefruit-preserves-952,5.0
10242,"Chicken with Shallots, Prunes, and Armagnac ",http://www.epicurious.com/recipes/food/views/chicken-with-shallots-prunes-and-armagnac-241327,4.375
10243,Mushroom Risotto Cakes ,http://www.epicurious.com/recipes/food/views/roasted-tomato-and-arugula-salad-350896,3.75
10244,Grilled Chicken Summer Salad ,http://www.epicurious.com/recipes/food/views/cucumber-dill-salad-51238020,4.375
10245,Tomato-Prosciutto Grilled Cheese ,http://www.epicurious.com/recipes/food/views/tomato-prosciutto-grilled-cheese-51183600,3.75
10246,Potato and Cabbage Bundles ,http://www.epicurious.com/recipes/food/views/potato-and-cabbage-bundles-109209,3.75
10247,"Tomato, Black-Eyed Pea, and Bell Pepper Stew ",http://www.epicurious.com/recipes/food/views/tomato-black-eyed-pea-and-bell-pepper-stew-106635,3.75
10248,Sauteed Cod with Garlic-Herb Vinaigrette and Baked Portobello Mushrooms ,http://www.epicurious.com/recipes/food/views/sauteed-cod-with-garlic-herb-vinaigrette-and-baked-portobello-mushrooms-235840,3.125
10249,Roast Chicken with Potatoes and Onions ,http://www.epicurious.com/recipes/food/views/roast-chicken-with-potatoes-and-onions-360589,4.375
10250,Lemon and Parsley Skillet-Roasted Fingerling Potatoes ,http://www.epicurious.com/recipes/food/views/lemon-and-parsley-skillet-roasted-fingerling-potatoes,5.0
10251,Swiss Chard and Herb Tart ,http://www.epicurious.com/recipes/food/views/swiss-chard-and-herb-tart-103433,4.375
10252,Lemon-Mint Julep ,http://www.epicurious.com/recipes/food/views/lemon-mint-julep-201219,5.0
10253,Blueberry Buttermilk Tart ,http://www.epicurious.com/recipes/food/views/blueberry-buttermilk-tart-10539,4.375
10254,Chocolate-Cashew Torte ,http://www.epicurious.com/recipes/food/views/chocolate-cashew-torte-4094,3.125
10255,Fluffy Cathead Biscuits With Honey Butter ,http://www.epicurious.com/recipes/food/views/fluffy-cathead-biscuits-with-honey-butter,5.0
10256,Snow-Cap Margarita ,http://www.epicurious.com/recipes/food/views/snow-cap-margarita-200810,4.375
10257,Fontina Risotto Cakes with Fresh Chives ,http://www.epicurious.com/recipes/food/views/fontina-risotto-cakes-with-fresh-chives-231263,4.375
10258,Green Goddess Cocktail ,http://www.epicurious.com/recipes/food/views/green-goddess-cocktail-56389526,0.0
10259,"Tamarind-Braised Short Ribs with Truffle Sunchoke Purée, Watercress Purée, and Glazed Chanterelle Mushrooms ",http://www.epicurious.com/recipes/food/views/tamarind-braised-short-ribs-with-truffle-sunchoke-puree-watercress-puree-and-glazed-chanterelle-mushrooms-51192810,3.75
10260,Lemon-Herb Roast Chicken ,http://www.epicurious.com/recipes/food/views/lemon-and-garlic-roasted-chicken-with-fava-beans-radishes-and-pecorino-237515,4.375
10261,Chicken Velouté ,http://www.epicurious.com/recipes/food/views/turkey-tetrazzini-13377,0.0
10262,Sweet Potato Chips ,http://www.epicurious.com/recipes/food/views/smoked-sweet-potatoes,4.375
10263,"Halibut Confit With Leeks, Coriander, and Lemon ",http://www.epicurious.com/recipes/food/views/halibut-confit-with-leeks-coriander-and-lemon-51252690,4.375
10264,Peanut Butter Banana Cream Pie ,http://www.epicurious.com/recipes/food/views/elvis-pie-51229410,5.0
10265,Chorizo Tamales ,http://www.epicurious.com/recipes/food/views/chorizo-tamales-239145,4.375
10266,Indian-Spiced Chicken With Tomato and Cream ,http://www.epicurious.com/recipes/food/views/indian-spiced-chicken-with-tomato-and-cream-51214470,4.375
10267,Pasta With Delicata Squash and Sage-Brown Butter ,http://www.epicurious.com/recipes/food/views/pasta-with-delicata-squash-and-sage-brown-butter,4.375
10268,Spinach-Cheddar Casserole ,http://www.epicurious.com/recipes/food/views/cowboy-breakfast-casserole-with-sausage-and-spinach,3.75
10269,White Chocolate and Raspberry Cheesecake ,http://www.epicurious.com/recipes/food/views/double-decker-raspberry-and-white-chocolate-cheesecake-104844,5.0
10270,Sauternes-Soaked Genoise with Candied Kumquats ,http://www.epicurious.com/recipes/food/views/sauternes-soaked-genoise-with-candied-kumquats-109135,1.875
10271,Southwestern Shepherd's Pie ,It's a secret recipe! Only Yandex.Eda khows how to cook it! https://eda.yandex.ru/,4.375
10272,Hot Milk Cakes with Strawberries and Cream ,http://www.epicurious.com/recipes/food/views/hot-milk-cakes-with-strawberries-and-cream-241911,5.0
10273,"Traditional Boiled Beef with Spinach Purée, Apple Horseradish Sauce, and Baby Vegetables ",http://www.epicurious.com/recipes/food/views/traditional-boiled-beef-with-spinach-puree-apple-horseradish-sauce-and-baby-vegetables-231040,0.0
10274,Barnum ,http://www.epicurious.com/recipes/food/views/barnum-200472,5.0
10275,Thai Chile-Herb Dipping Sauce ,http://www.epicurious.com/recipes/food/views/thai-chile-herb-dipping-sauce-355070,5.0
10276,Breakfast Banh Mi Sandwich with Eggs and Sausage ,http://www.epicurious.com/recipes/food/views/breakfast-banh-mi-sandwich-with-eggs-and-sausage-51252290,4.375
10277,Olive and Fennel Tuna Melts ,http://www.epicurious.com/recipes/food/views/olive-and-fennel-tuna-melts-10759,4.375
10278,Potage Saint-Germain ,http://www.epicurious.com/recipes/food/views/potage-saint-germain-11975,4.375
10279,Mint Limeade ,http://www.epicurious.com/recipes/food/views/mint-limeade-237003,5.0
10280,Glazed Duck with Clementine Sauce ,http://www.epicurious.com/recipes/food/views/glazed-duck-with-clementine-sauce-231359,4.375
10281,Parmesan Monkfish with Pastina Pasta and White Clam Sauce ,http://www.epicurious.com/recipes/food/views/parmesan-monkfish-with-pastina-pasta-and-white-clam-sauce-235883,3.75
10282,Shrimp Toast with Pickled Ginger ,http://www.epicurious.com/recipes/food/views/shrimp-toast-with-pickled-ginger-10459,3.75
10283,Hazelnut-Topped Apricot Bar Cookies ,http://www.epicurious.com/recipes/food/views/hazelnut-topped-apricot-bar-cookies-5107,3.125
10284,Mushroom and Onion Gratins ,http://www.epicurious.com/recipes/food/views/mushroom-and-onion-gratins-13374,4.375
10285,Lemony Rice Soup with Ham and Spring Vegetables ,http://www.epicurious.com/recipes/food/views/lemony-rice-soup-with-ham-and-spring-vegetables-103241,3.75
10286,"Detox Pho with Beef, Mushrooms, and Kale ",http://www.epicurious.com/recipes/food/views/detox-pho-with-beef-mushrooms-and-kale-51260370,3.75
10287,Warm Orzo Salad with Grilled Shrimp and Feta Downer-Hazell ,http://www.epicurious.com/recipes/food/views/warm-orzo-salad-with-grilled-shrimp-and-feta-downer-hazell-15273,4.375
10288,Chocolate Truffle Croquembouche ,http://www.epicurious.com/recipes/food/views/chocolate-truffle-croquembouche-2831,5.0
10289,Grilled Salmon in Corn Husks ,http://www.epicurious.com/recipes/food/views/grilled-salmon-in-corn-husks-12684,3.75
10290,Tofu Rigatoni Casserole ,http://www.epicurious.com/recipes/food/views/tofu-rigatoni-casserole-239219,3.75
10291,"White Chocolate, Cranberry, and Macadamia Nut Cookies ",http://www.epicurious.com/recipes/food/views/white-chocolate-cranberry-and-macadamia-nut-cookies-236823,5.0
10292,Strawberry Preserves with Black Pepper and Balsamic Vinegar ,http://www.epicurious.com/recipes/food/views/strawberry-preserves-with-black-pepper-and-balsamic-vinegar-14034,4.375
10293,No-Bake Lemon Cream Tart ,http://www.epicurious.com/recipes/food/views/no-bake-lemon-cream-tart-105707,4.375
10294,Peppered Pork Tenderloin with Cherry Salsa ,http://www.epicurious.com/recipes/food/views/peppered-pork-tenderloin-with-cherry-salsa-12071,4.375
10295,Frozen Coffee-Fudge Torte with Vanilla Caramel Sauce ,http://www.epicurious.com/recipes/food/views/frozen-coffee-fudge-torte-with-vanilla-caramel-sauce-233516,4.375
10296,Nutcracker Tart ,http://www.epicurious.com/recipes/food/views/nutcracker-tart-104529,5.0
10297,Crab with Dill on Cayenne Toasts ,http://www.epicurious.com/recipes/food/views/crab-with-dill-on-cayenne-toasts-15822,3.75
10298,Bulgur Risotto with Corn and Shrimp ,http://www.epicurious.com/recipes/food/views/bulgur-risotto-with-corn-and-shrimp-357089,4.375
10299,Mixed Spring Vegetables ,http://www.epicurious.com/recipes/food/views/spring-risotto,3.75
10300,Purslane and Avocado Tacos with Pico de Gallo ,http://www.epicurious.com/recipes/food/views/purslane-and-avocado-tacos-with-pico-de-gallo-51240610,5.0
10301,Quinoa-Batter Fish Fry ,http://www.epicurious.com/recipes/food/views/quinoa-batter-fish-fry-56389907,0.0
10302,Chicken and Swiss Chard Enchilada Casserole ,http://www.epicurious.com/recipes/food/views/chicken-and-swiss-chard-enchilada-casserole-13593,3.75
10303,Orecchiette with Broccoli Rabe and Fried Chickpeas ,http://www.epicurious.com/recipes/food/views/orecchiette-with-broccoli-rabe-and-fried-chickpeas-106118,3.75
10304,"Irish ""Bacon"" and Cabbage ",http://www.epicurious.com/recipes/food/views/cabbage-potato-pie,4.375
10305,White Cheddar Puffs with Green Onions ,http://www.epicurious.com/recipes/food/views/white-cheddar-puffs-with-green-onions-233121,4.375
10306,Napa Valley Basil-Smoked Burgers ,http://www.epicurious.com/recipes/food/views/napa-valley-basil-smoked-burgers-355970,5.0
10307,Orange-Honey Sauce ,http://www.epicurious.com/recipes/food/views/new-wave-new-fave-baked-tofu-or-tempeh-394509,4.375
